Type,Method,Regionname,Rooms,Bathroom,Car,Distance,Distance_2,YearBuilt,YearBuilt_2,YearBuilt_3,Propertycount,Log_landsize,Log_buildingarea,CPI,SC_Distance,Jan_h,Feb_t,Log_price
u,S,Southern Metropolitan,2,1,1,17.3,299.29,1960,3841600,1060398592,2866,0.0,4.31748811353631,1.0478320275234065,23.491421287338145,0,0,13.304686600863562
u,S,Eastern Metropolitan,2,1,1,13.4,179.56,1970,3880900,944561592,4387,8.106816038947052,4.454347296253507,1.0478320275234065,18.368694043593514,0,0,13.329379172803593
u,SP,Southern Metropolitan,2,1,1,10.5,110.25,1960,3841600,1060398592,10579,4.61512051684126,4.709530201312334,1.0478320275234065,12.64641923538659,0,0,13.647093089770562
h,S,Northern Metropolitan,4,1,4,14.0,196.0,1960,3841600,1060398592,4294,6.6240652277998935,4.7535901911063645,1.0478320275234065,19.15760328907814,0,0,13.467371932904971
h,S,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1970,3880900,944561592,11918,4.6913478822291435,4.2626798770413155,1.0478320275234065,8.157386953595768,0,0,13.384729180332174
h,S,Northern Metropolitan,2,1,1,4.0,16.0,1960,3841600,1060398592,5533,4.820281565605037,4.382026634673881,1.0478320275234065,6.303845716214747,0,0,13.3374763699232
h,S,Northern Metropolitan,2,1,1,4.0,16.0,1970,3880900,944561592,5533,0.0,4.5217885770490405,1.0478320275234065,6.335345179436794,0,0,13.434251602680698
h,S,Northern Metropolitan,2,1,1,4.0,16.0,1970,3880900,944561592,5533,4.276666119016055,3.871201010907891,1.0478320275234065,7.184613695846382,0,0,13.124363376072994
u,SP,Northern Metropolitan,2,1,1,4.0,16.0,2008,4032064,493550080,5533,0.0,4.2626798770413155,1.0478320275234065,6.596966001373908,0,0,13.329379172803593
h,S,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1940,3763600,1288550592,7082,6.29156913955832,4.68213122712422,1.0478320275234065,6.121103503639765,0,0,13.955273369904273
u,S,Eastern Metropolitan,3,2,2,14.7,216.08999999999997,2000,4000000,589934592,4048,5.8522024797744745,4.969813299576001,1.0478320275234065,21.711021524132914,0,0,13.635188201437066
h,S,Western Metropolitan,3,2,2,14.8,219.04000000000002,2008,4032064,493550080,2674,5.75890177387728,5.14166355650266,1.0478320275234065,20.871497039956196,0,0,13.369225017834633
t,SP,Southern Metropolitan,3,2,2,7.7,59.290000000000006,2014,4056196,420755848,8920,5.231108616854587,5.0689042022202315,1.0478320275234065,14.364483892474857,0,0,14.062371417145494
h,VB,Southern Metropolitan,4,2,3,7.7,59.290000000000006,1930,3724900,1400877592,8920,6.854354502255021,5.420534999272286,1.0478320275234065,15.390770426603659,0,0,14.731801689838349
u,S,Southern Metropolitan,3,2,1,10.1,102.00999999999999,1995,3980025,649784717,7822,5.560681631015528,4.7535901911063645,1.0478320275234065,17.046121984460022,0,0,13.956142556513372
h,SP,South-Eastern Metropolitan,3,2,1,31.2,973.4399999999999,1950,3802500,1175059592,1989,5.940171252720432,5.14166355650266,1.0478320275234065,44.48504708476716,0,0,13.345508528717259
h,S,South-Eastern Metropolitan,3,1,0,34.9,1218.01,1981,3924361,815775451,8060,6.270988431858299,4.672828834461906,1.0478320275234065,51.62901980431562,0,0,13.081543466215237
t,S,Southern Metropolitan,5,2,2,11.7,136.89,2011,4044121,457207261,3582,5.6240175061873385,5.075173815233827,1.0478320275234065,19.426469467419984,0,0,13.864301674514206
h,SP,Southern Metropolitan,4,2,2,17.9,320.40999999999997,2010,4040100,469333592,9758,6.582025138892826,5.648974238161206,1.0478320275234065,26.09331924141567,0,0,14.36939624590319
u,S,Northern Metropolitan,2,1,1,3.6,12.96,1970,3880900,944561592,2954,0.0,4.174387269895637,1.0478320275234065,8.044103205233071,0,0,13.28957298843418
h,S,Northern Metropolitan,4,2,2,6.7,44.89,1930,3724900,1400877592,11204,6.056784013228625,5.111987788356544,1.0478320275234065,8.136303603479792,0,0,14.151983508870947
h,S,Northern Metropolitan,2,1,1,6.7,44.89,1930,3724900,1400877592,11204,6.1675164908883415,4.584967478670572,1.0478320275234065,8.873168482201867,0,0,13.811503540582295
h,S,Northern Metropolitan,4,2,2,6.7,44.89,1930,3724900,1400877592,3445,6.2166061010848646,4.983606621708336,1.0478320275234065,11.251426562231098,0,0,13.826451487121803
t,S,Northern Metropolitan,3,2,2,6.7,44.89,2008,4032064,493550080,3445,5.62040086571715,4.962844630259907,1.0478320275234065,11.234628461086523,0,0,13.629182184591333
h,PI,Northern Metropolitan,4,2,1,20.6,424.36000000000007,2014,4056196,420755848,15510,5.820082930352362,4.430816798843313,1.0478320275234065,29.63692818963335,0,0,13.1421679654829
h,S,Northern Metropolitan,4,2,2,20.6,424.36000000000007,2007,4028049,505640249,15510,6.240275845170769,5.306831022313242,1.0478320275234065,27.41987474445278,0,0,13.28787951079572
h,S,Northern Metropolitan,3,1,1,20.6,424.36000000000007,2001,4004001,577928591,15510,5.71042701737487,4.700480365792417,1.0478320275234065,28.01697727824637,0,0,12.873904582205107
h,S,South-Eastern Metropolitan,4,2,0,34.7,1204.0900000000001,1990,3960100,709335592,6464,6.363028103540465,5.0106352940962555,1.0478320275234065,56.30585382672021,0,0,13.122365377402328
h,VB,Eastern Metropolitan,3,1,2,12.4,153.76000000000002,1965,3861225,1002627467,9028,6.582025138892826,4.875197323201151,1.0478320275234065,17.586317676719094,0,0,14.166168133802548
h,SP,Eastern Metropolitan,3,1,2,14.3,204.49,1965,3861225,1002627467,10999,6.493753839851686,4.770684624465665,1.0478320275234065,22.410818880121184,0,0,14.19394767861579
h,SP,South-Eastern Metropolitan,3,1,0,28.8,829.44,1960,3841600,1060398592,3533,6.373319789577012,4.454347296253507,1.0478320275234065,44.576768225997114,0,0,13.017005083966255
u,S,Southern Metropolitan,2,1,2,7.2,51.84,2005,4020025,529784467,4898,6.289715570908998,4.532599493153256,1.0478320275234065,11.407773340306354,0,0,13.634589220405658
h,S,Eastern Metropolitan,4,3,2,18.0,324.0,1980,3920400,827542592,2346,7.315883504509785,5.3471075307174685,1.0478320275234065,28.940497480879152,0,0,13.732130035981154
u,S,Southern Metropolitan,2,1,1,7.2,51.84,1930,3724900,1400877592,8989,6.731018100482083,4.394449154672439,1.0478320275234065,9.038758924278726,0,0,13.742940940397677
u,S,Southern Metropolitan,2,1,2,7.2,51.84,1920,3686400,1512046592,8989,6.682108597449809,4.51085950651685,1.0478320275234065,9.568755255089698,0,0,13.487007879880162
t,S,Southern Metropolitan,3,2,2,7.2,51.84,2010,4040100,469333592,8989,0.0,4.718498871295094,1.0478320275234065,8.871075219264831,0,0,13.849912950864715
u,S,Southern Metropolitan,2,1,1,7.2,51.84,2005,4020025,529784467,8989,6.679599185844383,4.394449154672439,1.0478320275234065,10.696827994478138,0,0,13.480039220276565
h,SP,South-Eastern Metropolitan,3,2,2,28.5,812.25,1985,3940225,768587967,8443,6.366470447731438,4.859812404361672,1.0478320275234065,46.40478459976231,0,0,13.353476685668044
h,SP,South-Eastern Metropolitan,3,2,3,28.5,812.25,1980,3920400,827542592,8443,6.698268054115413,4.74493212836325,1.0478320275234065,45.842044729856184,0,0,13.423949834313948
h,PI,Northern Metropolitan,4,2,2,19.6,384.1600000000001,1997,3988009,625880619,10926,6.349138991379798,5.303304908059076,1.0478320275234065,27.3635640571084,0,0,13.396961730063138
h,S,Northern Metropolitan,3,2,2,19.6,384.1600000000001,2011,4044121,457207261,10926,5.7745515455444085,4.875197323201151,1.0478320275234065,27.66776433773859,0,0,13.122365377402328
h,S,Northern Metropolitan,3,2,1,19.6,384.1600000000001,2007,4028049,505640249,10926,5.968707559985366,4.997212273764115,1.0478320275234065,26.088489361271385,0,0,13.235693848424024
u,S,Northern Metropolitan,2,2,2,19.6,384.1600000000001,2000,4000000,589934592,10926,5.3706380281276624,4.7535901911063645,1.0478320275234065,25.18031147927355,0,0,13.12834743715147
h,SP,Northern Metropolitan,3,1,2,5.7,32.49,1925,3705625,1456606467,2970,6.548219102762372,4.727387818712341,1.0478320275234065,10.794324038183678,0,0,14.403297778421795
h,S,Eastern Metropolitan,3,2,1,24.8,615.0400000000001,1960,3841600,1060398592,10788,6.580639137284949,5.093750200806762,1.0478320275234065,33.49715267077368,0,0,13.66585094484938
h,S,Eastern Metropolitan,4,2,2,24.8,615.0400000000001,1992,3968064,685551104,10788,6.492239835020471,5.181783550292085,1.0478320275234065,37.14633152672848,0,0,13.698977865303197
u,VB,Western Metropolitan,2,1,1,5.1,26.009999999999998,1960,3841600,1060398592,7570,0.0,4.110873864173311,1.0478320275234065,5.958313346088884,0,0,12.821260987319457
h,VB,South-Eastern Metropolitan,4,2,3,38.0,1444.0,1980,3920400,827542592,17055,6.643789733147672,5.351858133476067,1.0478320275234065,54.778582588859024,0,0,13.429849547739444
h,S,South-Eastern Metropolitan,4,2,2,38.0,1444.0,2009,4036081,481447863,7566,6.543911845564792,5.583496308781699,1.0478320275234065,52.939554745391504,0,0,13.758941264676379
u,S,Southern Metropolitan,2,1,1,10.1,102.00999999999999,2010,4040100,469333592,2403,0.0,4.356708826689592,1.0478320275234065,15.591985692226848,0,0,13.017005083966255
h,S,Northern Metropolitan,3,1,4,11.2,125.43999999999998,1950,3802500,1175059592,8870,6.478509642208569,4.912654885736052,1.0478320275234065,14.666560590429462,0,0,13.617060838751888
h,S,Northern Metropolitan,3,1,1,11.2,125.43999999999998,1960,3841600,1060398592,8870,6.0473721790462776,4.653960350157523,1.0478320275234065,14.53957310842632,0,0,13.429849547739444
h,PI,Northern Metropolitan,4,2,2,16.1,259.21000000000004,1975,3900625,886200217,8524,6.672032945461067,5.135798437050262,1.0478320275234065,28.40285066525294,0,0,13.554147092530322
h,S,Northern Metropolitan,4,3,1,16.1,259.21000000000004,1975,3900625,886200217,8524,6.694562058521095,5.25227342804663,1.0478320275234065,28.43301562547094,0,0,13.710151153416941
t,VB,Eastern Metropolitan,3,2,2,8.9,79.21000000000001,2010,4040100,469333592,2890,5.087596335232384,4.912654885736052,1.0478320275234065,18.03515780386268,0,0,13.635188201437066
t,S,Southern Metropolitan,3,1,2,16.0,256.0,2000,4000000,589934592,4794,5.598421958998375,4.836281906951478,1.0478320275234065,20.622755673981718,0,0,13.997832948091215
t,PI,Southern Metropolitan,3,2,2,16.0,256.0,2006,4024036,517718376,4794,5.484796933490655,5.198497031265826,1.0478320275234065,20.485897882815923,0,0,13.845070331079134
t,S,Southern Metropolitan,4,2,2,16.0,256.0,2007,4028049,505640249,4794,5.720311776607412,5.214935757608986,1.0478320275234065,22.71678111030662,0,0,13.997832948091215
h,PI,Southern Metropolitan,2,1,2,16.0,256.0,1950,3802500,1175059592,4794,6.3835066348840055,4.61512051684126,1.0478320275234065,20.90579925119084,0,0,13.955273369904273
h,S,Western Metropolitan,4,2,2,18.0,324.0,2009,4036081,481447863,5556,6.297109319933935,5.402677381872279,1.0478320275234065,33.45076315989165,0,0,13.334811536375978
h,S,Western Metropolitan,3,2,2,18.4,338.55999999999995,1990,3960100,709335592,13830,6.364750756851911,5.303304908059076,1.0478320275234065,31.268496971112945,0,0,13.199326270390594
h,VB,Eastern Metropolitan,4,2,0,7.8,60.839999999999996,1936,3748096,1333620736,5549,6.45833828334479,5.726847747587197,1.0478320275234065,12.293363761593966,0,0,14.743730255960541
h,S,Western Metropolitan,3,2,2,10.4,108.16000000000001,1980,3920400,827542592,1119,6.635946555686647,5.407171771460119,1.0478320275234065,19.06928876606333,0,0,13.527829818844937
h,SP,Western Metropolitan,5,3,4,10.4,108.16000000000001,1970,3880900,944561592,1119,6.478509642208569,5.187385805840755,1.0478320275234065,18.707627564505948,0,0,13.547632419997361
t,S,Southern Metropolitan,3,2,2,5.4,29.160000000000004,1980,3920400,827542592,10331,5.786897381366708,4.867534450455582,1.0478320275234065,8.828069683293329,0,0,14.155548572493503
h,S,Southern Metropolitan,4,2,2,5.4,29.160000000000004,1970,3880900,944561592,10331,6.70196036600254,5.6240175061873385,1.0478320275234065,7.211716954504738,0,0,14.919110719818326
h,SP,South-Eastern Metropolitan,3,1,4,25.2,635.04,1980,3920400,827542592,8459,6.293419278846481,4.6913478822291435,1.0478320275234065,37.01066329325849,0,0,13.521140839642674
u,S,Northern Metropolitan,2,1,1,16.3,265.69,1980,3920400,827542592,8279,5.627621113690637,4.61512051684126,1.0478320275234065,21.147088997161553,0,0,13.003582093664077
h,S,Northern Metropolitan,3,1,2,16.3,265.69,1960,3841600,1060398592,8279,6.282266746896006,4.867534450455582,1.0478320275234065,23.825601826154852,0,0,13.206706364071684
h,S,Northern Metropolitan,3,1,1,16.3,265.69,1980,3920400,827542592,8279,6.278521424165844,6.840546529288687,1.0478320275234065,23.90568400910141,0,0,13.271646802771485
t,SP,Western Metropolitan,3,2,2,6.4,40.96000000000001,2016,4064256,396394496,3873,5.075173815233827,4.859812404361672,1.0478320275234065,11.207827251426993,0,0,13.415034483903348
t,S,Western Metropolitan,4,3,2,6.4,40.96000000000001,2014,4056196,420755848,3873,5.68697535633982,5.0238805208462765,1.0478320275234065,11.587752753526795,0,0,13.61827960646062
t,SP,Northern Metropolitan,3,1,1,17.4,302.75999999999993,2008,4032064,493550080,4704,5.043425116919247,4.6913478822291435,1.0478320275234065,21.70995076465941,0,0,12.793862088206213
h,SP,Northern Metropolitan,3,1,1,17.4,302.75999999999993,1960,3841600,1060398592,4704,6.508769136971682,4.624972813284271,1.0478320275234065,21.527382218432834,0,0,13.1421679654829
u,S,Northern Metropolitan,2,1,0,0.0,0.0,2003,4012009,553880565,17496,4.499809670330265,4.454347296253507,1.0478320275234065,1.923650010076724,0,0,13.244582780038517
h,S,Northern Metropolitan,3,2,1,17.9,320.40999999999997,1990,3960100,709335592,10529,6.320768294250582,5.2832037287379885,1.0478320275234065,24.40822637046838,0,0,13.41204494952365
h,PI,Northern Metropolitan,3,2,1,17.9,320.40999999999997,1990,3960100,709335592,10529,6.495265555937008,4.955827057601261,1.0478320275234065,27.103637022392746,0,0,13.384729180332174
h,PI,Western Metropolitan,4,2,1,6.2,38.440000000000005,1930,3724900,1400877592,6232,5.929589143389895,5.303304908059076,1.0478320275234065,7.974043268746906,0,0,14.151983508870947
h,S,Eastern Metropolitan,3,2,2,14.2,201.64,1960,3841600,1060398592,13366,6.493753839851686,4.897839799950911,1.0478320275234065,21.206819605720135,0,0,14.156260062590048
h,PI,South-Eastern Metropolitan,3,1,1,18.8,353.44000000000005,1960,3841600,1060398592,7113,6.61338421837956,4.770684624465665,1.0478320275234065,30.89394462479189,0,0,16.012735246411598
h,S,South-Eastern Metropolitan,3,1,2,18.8,353.44000000000005,1970,3880900,944561592,7113,6.590301048196686,5.1298987149230735,1.0478320275234065,28.82208539608066,0,0,13.816511057297857
u,VB,Southern Metropolitan,2,1,1,10.1,102.00999999999999,1970,3880900,944561592,4442,4.394449154672439,4.219507705176107,1.0478320275234065,18.87947331996142,0,0,13.199326270390594
u,S,Southern Metropolitan,2,1,2,10.1,102.00999999999999,1970,3880900,944561592,4442,5.998936561946683,4.672828834461906,1.0478320275234065,19.242059236054207,0,0,13.721200977393528
u,PI,Southern Metropolitan,1,1,1,10.1,102.00999999999999,1970,3880900,944561592,4442,0.0,3.828641396489095,1.0478320275234065,18.5779041711073,0,0,12.59473402514672
u,SP,Western Metropolitan,2,1,1,6.2,38.440000000000005,2012,4048144,445068864,5498,6.871091294610546,4.465908118654584,1.0478320275234065,8.855602637521024,0,0,13.274227444925158
h,S,South-Eastern Metropolitan,3,1,1,22.7,515.29,1950,3802500,1175059592,11806,6.51025834052315,4.962844630259907,1.0478320275234065,35.93142240572156,0,0,13.451668563394815
h,S,Northern Metropolitan,4,1,2,5.3,28.09,1920,3686400,1512046592,11364,5.765191102784844,5.087596335232384,1.0478320275234065,10.185566682982714,0,0,14.230926656991395
u,S,Eastern Metropolitan,3,2,2,15.4,237.16000000000003,2001,4004001,577928591,4973,5.58724865840025,4.90527477843843,1.0478320275234065,20.681501345643962,0,0,13.608487618541492
t,PI,Northern Metropolitan,2,1,1,11.2,125.43999999999998,2013,4052169,432918395,2651,0.0,4.394449154672439,1.0478320275234065,13.96302817951578,0,0,13.208542908506082
h,PI,Northern Metropolitan,4,2,2,11.2,125.43999999999998,1960,3841600,1060398592,2651,6.7650389767805414,5.170483995038151,1.0478320275234065,13.535095051479084,0,0,14.077875591662238
h,S,Northern Metropolitan,4,2,2,11.2,125.43999999999998,1960,3841600,1060398592,2651,6.48768401848461,5.3230099791384085,1.0478320275234065,14.892771224822551,0,0,14.04662307257814
h,SP,Northern Metropolitan,3,1,1,8.5,72.25,1955,3822025,1117875717,7485,6.327936783729195,4.700480365792417,1.0478320275234065,11.549482985557301,0,0,13.753636218075409
h,S,Western Metropolitan,4,2,2,14.7,216.08999999999997,2011,4044121,457207261,15542,6.1070228877422545,5.476463551931511,1.0478320275234065,29.210969535100467,0,0,13.3374763699232
h,S,Southern Metropolitan,2,1,0,3.5,12.25,1900,3610000,1730934592,8648,4.624972813284271,4.330733340286331,1.0478320275234065,2.902130872055652,0,0,14.359287862421306
h,S,Northern Metropolitan,4,1,2,8.4,70.56,1920,3686400,1512046592,14577,6.234410725718371,5.313205979041787,1.0478320275234065,11.507386740579548,0,0,14.210926003619385
t,S,Northern Metropolitan,2,1,1,12.0,144.0,2012,4048144,445068864,21650,5.497168225293202,4.795790545596741,1.0478320275234065,16.30325292720545,0,0,13.418015107599418
u,VB,Northern Metropolitan,1,1,1,2.4,5.76,1970,3880900,944561592,14949,0.0,3.7999735016195233,1.0478320275234065,5.449820249846153,0,0,12.706850963741102
h,S,Eastern Metropolitan,3,2,4,21.3,453.69000000000005,1950,3802500,1175059592,4407,6.848005274576363,4.584967478670572,1.0478320275234065,26.01848323412922,0,0,14.151983508870947
u,SP,Southern Metropolitan,2,1,1,7.2,51.84,1970,3880900,944561592,821,7.282073658093465,4.1588830833596715,1.0478320275234065,10.597135730427237,0,0,13.233011688000085
h,S,Northern Metropolitan,3,2,3,20.6,424.36000000000007,2000,4000000,589934592,5833,5.58724865840025,5.0369526024136295,1.0478320275234065,22.09576905135864,0,0,13.038983942375959
h,S,Northern Metropolitan,3,2,2,20.6,424.36000000000007,1996,3984016,637838656,5833,5.993961427306569,4.969813299576001,1.0478320275234065,23.839832771979893,0,0,13.102162710901053
h,S,Southern Metropolitan,4,2,2,15.2,231.04,2004,4016016,541838528,4497,5.968707559985366,5.4638318050256105,1.0478320275234065,21.71120124361875,0,0,14.322328762742183
h,S,Southern Metropolitan,4,2,2,15.2,231.04,1925,3705625,1456606467,4497,6.003887067106539,5.111987788356544,1.0478320275234065,21.641457165049594,0,0,14.026582337760486
h,S,South-Eastern Metropolitan,4,2,2,35.4,1253.1599999999999,1965,3861225,1002627467,8077,6.648984550024776,5.081404364984463,1.0478320275234065,47.238101591271445,0,0,13.676249640055394
